,claimID,employer,employercity,employerstate,employerzip,gender,hispanic,asian,claim_amount,case_open,valid,invalid,verified_claim,case_close,first_response,formal_investigate,wage_order,total_rec,wage_rec,duration,CLAIM NO,EMPLOYER NAME,EMPLOYER CITY,ST,ZIP,INDUSTRY,INDUSTRY (IF OTHER),SOURCE (URL),NOTES,City,Region
13,LLVA59837,ROANOKE RESOURCE LLC,ROANOKE,VA,24016.0,,False,False,4655.0,2016-07-13,False,False,0.0,2016-07-13,False,False,False,0.0,0.0,0,LLVA59837,ROANOKE RESOURCE LLC,ROANOKE,VA,24016.0,,,,,ROANOKE,West Central
14,LLVA59851,APPTECH SOLUTIONS,ROANOKE,VA,24017.0,male,False,False,11555.64,2016-07-14,False,False,0.0,2016-07-14,False,False,False,0.0,0.0,0,LLVA59851,APPTECH SOLUTIONS,ROANOKE,VA,24017.0,,,,,ROANOKE,West Central
15,LLVA59892,SENSITIVE CLEANING SERVICES,ROANOKE,VA,24017.0,male,False,False,1585.0,2016-07-22,False,False,0.0,2016-07-22,False,False,False,0.0,0.0,0,LLVA59892,SENSITIVE CLEANING SERVICES,ROANOKE,VA,24017.0,,,,,ROANOKE,West Central
16,LLVA59942,PAYLESS SHOESOURCE,ROANOKE,VA,24014.0,female,False,False,14.19,2016-08-04,True,False,14.19,2016-08-16,True,False,False,0.0,0.0,12,LLVA59942,PAYLESS SHOESOURCE,ROANOKE,VA,24014.0,,,,,ROANOKE,West Central
17,LLVA59955,VA $1.95 CLEANERS,ROANOKE,VA,24014.0,female,False,False,161.5,2016-08-08,True,False,190.0,2016-08-30,False,True,False,0.0,0.0,22,LLVA59955,VA $1.95 CLEANERS,ROANOKE,VA,24014.0,,,,,ROANOKE,West Central
18,LLVA59992,CAFE ASIA,ROANOKE,VA,24012.0,female,False,False,172.63,2016-08-15,False,False,0.0,2016-08-15,False,False,False,0.0,0.0,0,LLVA59992,CAFE ASIA,ROANOKE,VA,24012.0,,,,,ROANOKE,West Central
19,LLVA60172,THE GREAT 611 STEAK CO,ROANOKE,VA,24014.0,male,False,False,1750.0,2016-10-18,False,False,0.0,2016-10-18,False,False,False,0.0,0.0,0,LLVA60172,THE GREAT 611 STEAK CO,ROANOKE,VA,24014.0,,,,,ROANOKE,West Central
20,LLVA60180,THE GREAT 611 STEAK CO,ROANOKE,VA,24011.0,male,False,False,975.0,2016-10-18,True,False,1463.0,2016-11-28,False,True,False,0.0,0.0,41,LLVA60180,THE GREAT 611 STEAK CO,ROANOKE,VA,24011.0,,,,,ROANOKE,West Central
21,LLVA60240,THE COUNTRY BEAR DAY SCHOOL,ROANOKE,VA,24018.0,female,False,False,0.0,2016-10-31,False,False,0.0,2016-10-31,False,False,False,0.0,0.0,0,LLVA60240,THE COUNTRY BEAR DAY SCHOOL,ROANOKE,VA,24018.0,,,,,ROANOKE,West Central
22,LLVA60251,MAGIC CITY FORD,ROANOKE,VA,24016.0,male,False,False,2000.0,2016-11-02,False,False,0.0,2016-11-03,False,False,False,0.0,0.0,1,LLVA60251,MAGIC CITY FORD,ROANOKE,VA,24016.0,,,,,ROANOKE,West Central
23,LLVA60331,LIBERTY TAX SERVICE,ROANOKE,VA,24012.0,female,False,False,161.5,2016-11-15,False,False,0.0,2016-11-15,False,False,False,0.0,0.0,0,LLVA60331,LIBERTY TAX SERVICE,ROANOKE,VA,24012.0,,,,,ROANOKE,West Central
24,LLVA60695,FLANARY'S PUB,ROANOKE,VA,24011.0,male,False,False,10000.0,2017-02-16,False,False,0.0,2017-02-16,False,False,False,0.0,0.0,0,LLVA60695,FLANARY'S PUB,ROANOKE,VA,24011.0,,,,,ROANOKE,West Central
25,LLVA60839,B & B MACHINE & TOOL INC,ROANOKE,VA,24012.0,female,False,False,989.75,2017-03-29,False,False,1012.88,2017-05-15,False,False,False,0.0,0.0,47,LLVA60839,B & B MACHINE & TOOL INC,ROANOKE,VA,24012.0,,,,,ROANOKE,West Central
26,LLVA60862,CRYSTAL CLEAR INC,ROANOKE,VA,24018.0,male,False,False,677.21,2017-04-04,False,False,0.0,2017-04-04,False,False,False,0.0,0.0,0,LLVA60862,CRYSTAL CLEAR INC,ROANOKE,VA,24018.0,,,,,ROANOKE,West Central
27,LLVA60872,"JAMES BENTON, JR.",ROANOKE,VA,24012.0,female,False,False,989.75,2017-03-31,False,False,0.0,2017-05-15,False,False,False,0.0,0.0,45,LLVA60872,"JAMES BENTON, JR.",ROANOKE,VA,24012.0,,,,,ROANOKE,West Central
28,LLVA60919,"RUFUS GLOVER, EARL GLOVER, JANES GLOVER, GEORGE GLOVER",ROANOKE,VA,24017.0,male,False,False,0.0,2017-04-14,False,False,0.0,2017-04-14,False,False,False,0.0,0.0,0,LLVA60919,"RUFUS GLOVER, EARL GLOVER, JANES GLOVER, GEORGE GLOVER",ROANOKE,VA,24017.0,,,,,ROANOKE,West Central
29,LLVA60988,METRO!,ROANOKE,VA,24011.0,male,False,False,700.0,2017-05-05,False,False,548.54,2017-05-09,False,False,False,0.0,0.0,4,LLVA60988,METRO!,ROANOKE,VA,24011.0,,,,,ROANOKE,West Central
30,LLVA61002,ANDREW SCHLOSSER,ROANOKE,VA,24011.0,male,False,False,700.0,2017-05-05,False,False,0.0,2017-05-09,False,False,False,0.0,0.0,4,LLVA61002,ANDREW SCHLOSSER,ROANOKE,VA,24011.0,,,,,ROANOKE,West Central
31,LLVA61039,WIRELESS ZONE,ROANOKE,VA,24012.0,male,False,False,588.0,2017-05-22,False,False,0.0,2017-05-30,False,False,False,0.0,0.0,8,LLVA61039,WIRELESS ZONE,ROANOKE,VA,24012.0,,,,,ROANOKE,West Central
32,LLVA61115,SAUNDERS HOME HEALTH,ROANOKE,VA,24018.0,female,False,False,1369.33,2017-06-13,False,False,0.0,2017-06-20,False,False,False,0.0,0.0,7,LLVA61115,SAUNDERS HOME HEALTH,ROANOKE,VA,24018.0,,,,,ROANOKE,West Central
33,LLVA61143,S & J CAFE ON FRANKLIN,ROANOKE,VA,24011.0,female,False,False,352.0,2017-06-15,False,False,0.0,2017-06-15,False,False,False,0.0,0.0,0,LLVA61143,S & J CAFE ON FRANKLIN,ROANOKE,VA,24011.0,,,,,ROANOKE,West Central
34,LLVA61217,WIRELESS ZONE,ROANOKE,VA,24012.0,male,False,False,588.0,2017-06-28,False,False,480.82,2017-08-30,False,False,False,0.0,0.0,63,LLVA61217,WIRELESS ZONE,ROANOKE,VA,24012.0,,,,,ROANOKE,West Central
35,LLVA61221,CREATIVE KIDS LEARNING CENTER,ROANOKE,VA,24012.0,female,False,False,1064.0,2017-06-29,False,False,0.0,2017-06-29,False,False,False,0.0,0.0,0,LLVA61221,CREATIVE KIDS LEARNING CENTER,ROANOKE,VA,24012.0,,,,,ROANOKE,West Central
36,LLVA61223,AAC AUTO SERVICE LLC,ROANOKE,VA,24016.0,male,False,False,650.0,2017-07-07,False,False,0.0,2017-07-07,False,False,False,0.0,0.0,0,LLVA61223,AAC AUTO SERVICE LLC,ROANOKE,VA,24016.0,,,,,ROANOKE,West Central
37,LLVA61363,SECURITAS,ROANOKE,VA,24018.0,male,False,False,504.0,2017-08-01,False,False,0.0,2017-08-18,False,False,False,0.0,0.0,17,LLVA61363,SECURITAS,ROANOKE,VA,24018.0,,,,,ROANOKE,West Central
38,LLVA61364,LUGAR LAW,ROANOKE,VA,24011.0,female,False,False,300.0,2017-08-01,False,False,0.0,2017-08-01,False,False,False,0.0,0.0,0,LLVA61364,LUGAR LAW,ROANOKE,VA,24011.0,,,,,ROANOKE,West Central
39,LLVA61470,FLEETMASTER EXPRESS,ROANOKE,VA,24012.0,male,False,False,1130.0,2017-08-23,False,False,0.0,2017-08-23,False,False,False,0.0,0.0,0,LLVA61470,FLEETMASTER EXPRESS,ROANOKE,VA,24012.0,,,,,ROANOKE,West Central
40,LLVA61661,PC LAND ROANOKE,ROANOKE,VA,24018.0,male,False,False,868.68,2017-10-12,False,False,0.0,2017-10-12,False,False,False,0.0,0.0,0,LLVA61661,PC LAND ROANOKE,ROANOKE,VA,24018.0,,,,,ROANOKE,West Central
41,LLVA61717,AMERICAN JANITORIAL SERVICE,ROANOKE,VA,24018.0,female,False,False,460.0,2017-10-25,False,False,0.0,2017-12-11,False,False,False,0.0,0.0,47,LLVA61717,AMERICAN JANITORIAL SERVICE,ROANOKE,VA,24018.0,,,,,ROANOKE,West Central
42,LLVA61772,KINGSTON INN,ROANOKE,VA,24019.0,female,False,False,9570.0,2017-11-01,False,False,0.0,2017-11-01,False,False,False,0.0,0.0,0,LLVA61772,KINGSTON INN,ROANOKE,VA,24019.0,,,,,ROANOKE,West Central
43,LLVA61774,JACQUELINE HUDSON,ROANOKE,VA,24018.0,female,False,False,280.0,2017-11-01,False,False,0.0,2017-12-11,False,False,False,0.0,0.0,40,LLVA61774,JACQUELINE HUDSON,ROANOKE,VA,24018.0,,,,,ROANOKE,West Central
44,LLVA61777,THE WILDFLOUR MARKET AND BAKERY,ROANOKE,VA,24016.0,male,False,False,380.0,2017-11-07,False,False,0.0,2017-11-27,False,False,False,0.0,0.0,20,LLVA61777,THE WILDFLOUR MARKET AND BAKERY,ROANOKE,VA,24016.0,,,,,ROANOKE,West Central
45,LLVA61857,"CHRISTOPHER DEAN EAST D.B.A. EAST MENTAL HEALTH SERVICES, LLC",ROANOKE,VA,24018.0,male,False,False,666.4,2017-11-27,False,False,0.0,2017-11-30,False,False,False,0.0,0.0,3,LLVA61857,"CHRISTOPHER DEAN EAST D.B.A. EAST MENTAL HEALTH SERVICES, LLC",ROANOKE,VA,24018.0,,,,,ROANOKE,West Central
46,LLVA61858,RISING SON TRANSPORT LLC,ROANOKE,VA,23017.0,male,False,False,0.0,2017-11-20,False,False,0.0,2017-11-20,False,False,False,0.0,0.0,0,LLVA61858,RISING SON TRANSPORT LLC,ROANOKE,VA,23017.0,,,,,ROANOKE,West Central
47,LLVA61992,"CHRISTOPHER DEAN EAST D.B.A. EAST MENTAL HEALTH SERVICES, LLC",ROANOKE,VA,24018.0,male,False,False,666.4,2017-12-18,False,False,610.0,2018-01-03,False,False,False,0.0,0.0,16,LLVA61992,"CHRISTOPHER DEAN EAST D.B.A. EAST MENTAL HEALTH SERVICES, LLC",ROANOKE,VA,24018.0,,,,,ROANOKE,West Central
48,LLVA62021,CHRISTOPHER DEAN EAST,ROANOKE,VA,24018.0,male,False,False,761.6,2017-12-22,False,False,0.0,2018-01-03,False,False,False,0.0,0.0,12,LLVA62021,CHRISTOPHER DEAN EAST,ROANOKE,VA,24018.0,,,,,ROANOKE,West Central
49,LLVA62103,FIVE BELOW,ROANOKE,VA,24017.0,female,False,False,0.0,2018-01-23,False,False,0.0,2018-01-23,False,False,False,0.0,0.0,0,LLVA62103,FIVE BELOW,ROANOKE,VA,24017.0,,,,,ROANOKE,West Central
50,LLVA62203,PACKAGING WORKS,ROANOKE,VA,24018.0,female,False,False,4928.01,2018-02-28,False,False,0.0,2018-03-13,False,False,False,0.0,0.0,13,LLVA62203,PACKAGING WORKS,ROANOKE,VA,24018.0,,,,,ROANOKE,West Central
51,LLVA62204,"MURRAY JOINER, MD",ROANOKE,VA,24018.0,female,False,False,3500.0,2018-02-28,False,False,2725.08,2018-04-30,False,False,False,0.0,0.0,61,LLVA62204,"MURRAY JOINER, MD",ROANOKE,VA,24018.0,,,,,ROANOKE,West Central
52,LLVA62279,CAFE ASIA 2,ROANOKE,VA,24018.0,male,False,False,290.0,2018-03-14,False,False,359.23,2018-04-04,False,False,False,0.0,0.0,21,LLVA62279,CAFE ASIA 2,ROANOKE,VA,24018.0,,,,,ROANOKE,West Central
53,LLVA62296,ASHLEY FURNITURE HOME STORE,ROANOKE,VA,24012.0,female,False,False,0.0,2018-03-14,False,False,0.0,2018-03-14,False,False,False,0.0,0.0,0,LLVA62296,ASHLEY FURNITURE HOME STORE,ROANOKE,VA,24012.0,,,,,ROANOKE,West Central
54,LLVA62355,NCGCARE,ROANOKE,VA,24018.0,male,False,False,738.1,2018-03-29,False,False,0.0,2018-04-02,False,False,False,0.0,0.0,4,LLVA62355,NCGCARE,ROANOKE,VA,24018.0,,,,,ROANOKE,West Central
55,LLVA62384,ASHLEY FURNITURE HOME STORE,ROANOKE,VA,24012.0,female,False,False,3000.0,2018-03-28,False,False,0.0,2018-05-03,False,False,False,0.0,0.0,36,LLVA62384,ASHLEY FURNITURE HOME STORE,ROANOKE,VA,24012.0,,,,,ROANOKE,West Central
56,LLVA62481,ANGELLES PLACE CHILDCARE,ROANOKE,VA,24017.0,,False,False,222.01,2018-05-02,False,False,636.74,2018-05-25,False,False,False,0.0,0.0,23,LLVA62481,ANGELLES PLACE CHILDCARE,ROANOKE,VA,24017.0,,,,,ROANOKE,West Central
57,LLVA62488,"SAJI ENTERPRISES, INC. AND ITS SUCCESSORS",ROANOKE,VA,24017.0,female,False,False,60.0,2018-05-07,True,False,60.0,2018-11-16,False,False,True,80.0,60.0,193,LLVA62488,"SAJI ENTERPRISES, INC. AND ITS SUCCESSORS",ROANOKE,VA,24017.0,,,,,ROANOKE,West Central
58,LLVA62794,DYNAX AMERICAN CORPORATION,ROANOKE,VA,24019.0,female,False,False,386.17,2018-07-26,False,False,0.0,2018-08-17,False,False,False,0.0,0.0,22,LLVA62794,DYNAX AMERICAN CORPORATION,ROANOKE,VA,24019.0,,,,,ROANOKE,West Central
59,LLVA62821,NCG CARE/NATIONAL COUNSELING GROUP,ROANOKE,VA,24018.0,male,False,False,0.0,2018-07-25,False,False,0.0,2018-07-25,False,False,False,0.0,0.0,0,LLVA62821,NCG CARE/NATIONAL COUNSELING GROUP,ROANOKE,VA,24018.0,,,,,ROANOKE,West Central
60,LLVA62882,EARTHFARE,ROANOKE,VA,24014.0,male,False,False,5850.0,2018-08-02,False,False,0.0,2018-08-02,False,False,False,0.0,0.0,0,LLVA62882,EARTHFARE,ROANOKE,VA,24014.0,,,,,ROANOKE,West Central
61,LLVA62952,PURE SPA,ROANOKE,VA,24018.0,female,False,False,0.0,2018-08-15,False,False,0.0,2018-08-15,False,False,False,0.0,0.0,0,LLVA62952,PURE SPA,ROANOKE,VA,24018.0,,,,,ROANOKE,West Central
62,LLVA62956,ASHLEY FURNITURE HOME STORE,ROANOKE,VA,24012.0,female,False,False,3000.0,2018-09-17,False,False,0.0,2018-11-05,False,False,False,0.0,0.0,49,LLVA62956,ASHLEY FURNITURE HOME STORE,ROANOKE,VA,24012.0,,,,,ROANOKE,West Central
63,LLVA62963,SHISHKA MEDITERRANEAN GRILL,ROANOKE,VA,24011.0,male,False,False,252.0,2018-09-17,False,False,0.0,2018-10-02,False,False,False,0.0,0.0,15,LLVA62963,SHISHKA MEDITERRANEAN GRILL,ROANOKE,VA,24011.0,,,,,ROANOKE,West Central
64,LLVA63065,ACQUISITION TITLE,ROANOKE,VA,24018.0,female,False,False,1600.0,2018-10-10,False,False,1299.32,2018-10-15,False,False,False,0.0,0.0,5,LLVA63065,ACQUISITION TITLE,ROANOKE,VA,24018.0,,,,,ROANOKE,West Central
65,LLVA63114,AMERITEK VENTURES INC,ROANOKE,VA,24012.0,male,False,False,40000.0,2018-09-21,False,False,0.0,2018-09-21,False,False,False,0.0,0.0,0,LLVA63114,AMERITEK VENTURES INC,ROANOKE,VA,24012.0,,,,,ROANOKE,West Central
66,LLVA63115,JB PLUMBING,ROANOKE,VA,24014.0,male,False,False,520.0,2018-10-26,False,False,0.0,2018-12-20,False,False,False,0.0,0.0,55,LLVA63115,JB PLUMBING,ROANOKE,VA,24014.0,,,,,ROANOKE,West Central
67,LLVA63300,CLEAN MASTERS JANITOR & MAID SERVICE,ROANOKE,VA,24017.0,male,False,False,780.0,2018-11-26,False,False,780.0,2019-03-29,False,False,False,0.0,0.0,123,LLVA63300,CLEAN MASTERS JANITOR & MAID SERVICE,ROANOKE,VA,24017.0,,,,,ROANOKE,West Central
68,LLVA63303,QUALITY INN ROANOKE AIRPORT,ROANOKE,VA,24019.0,male,False,False,85.0,2018-11-26,False,False,0.0,2018-12-20,False,False,False,0.0,0.0,24,LLVA63303,QUALITY INN ROANOKE AIRPORT,ROANOKE,VA,24019.0,,,,,ROANOKE,West Central
69,LLVA63471,TCTD INC.,ROANOKE,VA,24014.0,male,False,False,7600.0,2019-01-22,False,False,0.0,2019-01-22,False,False,False,0.0,0.0,0,LLVA63471,TCTD INC.,ROANOKE,VA,24014.0,,,,,ROANOKE,West Central
70,LLVA58364,MERRYMAN GROUNDS MAINT INC.,HAMPTON,VA,23661.0,male,False,False,50.0,2015-07-31,True,False,54.0,2016-05-23,False,True,False,0.0,0.0,297,LLVA58364,MERRYMAN GROUNDS MAINT INC.,HAMPTON,VA,23661.0,Other (provide detail in column to the right),Landscaping,,,HAMPTON,Hampton Roads
71,LLVA58906,"GRAPHIC MEMORY INTERNET SERVICES, INC",HAMPTON,VA,23669.0,female,False,False,445.0,2015-12-02,False,False,0.0,2016-01-29,False,False,False,0.0,0.0,58,LLVA58906,"GRAPHIC MEMORY INTERNET SERVICES, INC",HAMPTON,VA,23669.0,Other (provide detail in column to the right),Web Design,,,HAMPTON,Hampton Roads
72,LLVA59035,CROWNE PLAZA HAMPTON MARINA,HAMPTON,VA,23669.0,female,False,False,1578.46,2016-01-06,False,False,0.0,2016-01-14,False,False,False,0.0,0.0,8,LLVA59035,CROWNE PLAZA HAMPTON MARINA,HAMPTON,VA,23669.0,Hospitality,,,,HAMPTON,Hampton Roads
73,LLVA59038,TROPICAL SMOOTHIE,HAMPTON,VA,23669.0,female,False,False,87.0,2016-01-07,False,False,87.0,2016-01-11,False,False,False,0.0,0.0,4,LLVA59038,TROPICAL SMOOTHIE,HAMPTON,VA,23669.0,Restaurant,,,,HAMPTON,Hampton Roads
74,LLVA59127,"ROCC'S HAULING, INC.",HAMPTON,VA,23663.0,male,False,False,144.0,2016-02-03,False,False,144.0,2016-02-18,False,False,False,0.0,0.0,15,LLVA59127,"ROCC'S HAULING, INC.",HAMPTON,VA,23663.0,Transportation,,,,HAMPTON,Hampton Roads
75,LLVA59166,MLP,HAMPTON,VA,23605.0,male,False,False,420.0,2016-02-16,False,False,0.0,2016-02-16,False,False,False,0.0,0.0,0,LLVA59166,MLP,HAMPTON,VA,23605.0,,,,,HAMPTON,Hampton Roads
76,LLVA59167,ALPHA COUNSELLORS SERVICE INC.,HAMPTON,VA,23666.0,female,False,False,1230.0,2016-02-16,False,False,0.0,2016-04-13,False,False,False,0.0,0.0,57,LLVA59167,ALPHA COUNSELLORS SERVICE INC.,HAMPTON,VA,23666.0,,,,,HAMPTON,Hampton Roads
77,LLVA59444,HILTON GARDEN INN,HAMPTON,VA,23663.0,female,False,False,2349.0,2016-04-07,False,False,0.0,2016-04-07,False,False,False,0.0,0.0,0,LLVA59444,HILTON GARDEN INN,HAMPTON,VA,23663.0,Hospitality,,,,HAMPTON,Hampton Roads
78,LLVA59474,QUEENS WAY SOUL CAFE,HAMPTON,VA,23666.0,male,False,False,0.0,2016-04-13,False,False,0.0,2016-04-13,False,False,False,0.0,0.0,0,LLVA59474,QUEENS WAY SOUL CAFE,HAMPTON,VA,23666.0,Restaurant,,,,HAMPTON,Hampton Roads
79,LLVA59516,YAANG LLC,HAMPTON,VA,23661.0,,False,False,1728.0,2016-04-22,False,False,0.0,2016-04-22,False,False,False,0.0,0.0,0,LLVA59516,YAANG LLC,HAMPTON,VA,23661.0,,,,,HAMPTON,Hampton Roads
80,LLVA59557,"ALPHA COUNSELORS SERVICES, INC",HAMPTON,VA,23666.0,female,False,False,90.0,2016-05-04,False,False,0.0,2016-05-04,False,False,False,0.0,0.0,0,LLVA59557,"ALPHA COUNSELORS SERVICES, INC",HAMPTON,VA,23666.0,,,,,HAMPTON,Hampton Roads
81,LLVA59576,7-ELEVEN,HAMPTON,VA,23605.0,male,False,False,0.0,2016-05-09,False,False,0.0,2016-05-09,False,False,False,0.0,0.0,0,LLVA59576,7-ELEVEN,HAMPTON,VA,23605.0,Retail,,,,HAMPTON,Hampton Roads
82,LLVA59596,HOME DEPOT,HAMPTON,VA,23666.0,male,False,False,2690.0,2016-05-17,False,False,0.0,2016-05-17,False,False,False,0.0,0.0,0,LLVA59596,HOME DEPOT,HAMPTON,VA,23666.0,Retail,,,,HAMPTON,Hampton Roads
83,LLVA59614,B & E GROUP HOME,HAMPTON,VA,,female,False,False,0.0,2016-05-18,False,False,0.0,2016-05-18,False,False,False,0.0,0.0,0,LLVA59614,B & E GROUP HOME,HAMPTON,VA,,,,,,HAMPTON,Hampton Roads
84,LLVA59617,THE ETHOS LEADERSHIP GROUP,HAMPTON,VA,23669.0,,False,False,1204.5,2016-05-20,False,False,0.0,2016-06-01,False,False,False,0.0,0.0,12,LLVA59617,THE ETHOS LEADERSHIP GROUP,HAMPTON,VA,23669.0,,,,,HAMPTON,Hampton Roads
85,LLVA59637,SALON 10 HAMPTON,HAMPTON,VA,23666.0,female,False,False,320.0,2016-05-20,False,False,0.0,2016-05-20,False,False,False,0.0,0.0,0,LLVA59637,SALON 10 HAMPTON,HAMPTON,VA,23666.0,,,,,HAMPTON,Hampton Roads
86,LLVA59652,"UNITED & EMPOWERED CARE, INC.",HAMPTON,VA,23666.0,,False,False,3515.88,2016-05-26,False,False,0.0,2016-05-26,False,False,False,0.0,0.0,0,LLVA59652,"UNITED & EMPOWERED CARE, INC.",HAMPTON,VA,23666.0,,,,,HAMPTON,Hampton Roads
87,LLVA59694,SONIC DRIVE IN,HAMPTON,VA,23666.0,male,False,False,0.0,2016-06-01,False,False,0.0,2016-06-01,False,False,False,0.0,0.0,0,LLVA59694,SONIC DRIVE IN,HAMPTON,VA,23666.0,,,,,HAMPTON,Hampton Roads
88,LLVA59702,THE ETHOS LEADERSHIP GROUP,HAMPTON,VA,23669.0,,False,False,1204.5,2016-06-03,False,False,0.0,2016-07-11,False,False,False,0.0,0.0,38,LLVA59702,THE ETHOS LEADERSHIP GROUP,HAMPTON,VA,23669.0,,,,,HAMPTON,Hampton Roads
89,LLVA59743,SALON 10 HAMPTON,HAMPTON,VA,23666.0,female,False,False,0.0,2016-06-14,False,False,0.0,2016-06-14,False,False,False,0.0,0.0,0,LLVA59743,SALON 10 HAMPTON,HAMPTON,VA,23666.0,,,,,HAMPTON,Hampton Roads
90,LLVA59792,SONIC DRIVE IN,HAMPTON,VA,23666.0,male,False,False,1505.25,2016-06-28,False,False,0.0,2016-06-28,False,False,False,0.0,0.0,0,LLVA59792,SONIC DRIVE IN,HAMPTON,VA,23666.0,,,,,HAMPTON,Hampton Roads
91,LLVA59838,SONIC DRIVE IN,HAMPTON,VA,23666.0,male,False,False,1505.25,2016-07-13,True,False,108.0,2016-08-22,False,True,False,0.0,0.0,40,LLVA59838,SONIC DRIVE IN,HAMPTON,VA,23666.0,,,,,HAMPTON,Hampton Roads
92,LLVA60084,R & P GENERAL CONTRACTORS LLC,HAMPTON,VA,23669.0,male,False,False,9500.0,2016-09-12,False,False,0.0,2016-09-12,False,False,False,0.0,0.0,0,LLVA60084,R & P GENERAL CONTRACTORS LLC,HAMPTON,VA,23669.0,,,,,HAMPTON,Hampton Roads
93,LLVA60235,ETHEREAL CUPCAKES,HAMPTON,VA,23666.0,female,False,False,516.0,2016-10-31,False,False,0.0,2016-10-31,False,False,False,0.0,0.0,0,LLVA60235,ETHEREAL CUPCAKES,HAMPTON,VA,23666.0,,,,,HAMPTON,Hampton Roads
